Customer ID,Tenure Months,Location,Device Class,Games Product,Music Product,Education Product,Call Center,Video Product,Use MyApp,Payment Method,Monthly Purchase (Thou. IDR),Churn Label,Longitude,Latitude,CLTV (Predicted Thou. IDR),Cluster Label
1626,31,Jakarta,High End,No,No,Yes,Yes,Yes,Yes,Pulsa,135.46,Yes,106.816666,-6.2,6500.0,1
1627,1,Jakarta,High End,No,No,No,No,No,Yes,Pulsa,103.025,Yes,106.816666,-6.2,7192.900000000001,3
1628,1,Jakarta,Mid End,No,No,No,No,No,No,Debit,58.37,Yes,106.816666,-6.2,3421.6,0
1629,10,Jakarta,High End,No,No,No,No,No,No,Pulsa,91.13,Yes,106.816666,-6.2,3194.1,3
1630,4,Jakarta,Mid End,No,No,Yes,No,No,No,Pulsa,38.545,Yes,106.816666,-6.2,5469.1,0
1631,43,Jakarta,High End,No,Yes,No,No,No,No,Pulsa,101.205,Yes,106.816666,-6.2,6639.1,3
1632,4,Jakarta,Mid End,No,No,No,No,No,Yes,Pulsa,70.59,Yes,106.816666,-6.2,7584.2,3
1633,11,Jakarta,High End,No,No,No,No,Yes,Yes,Debit,123.69500000000001,Yes,106.816666,-6.2,5296.2,3
1634,47,Jakarta,High End,Yes,No,Yes,Yes,Yes,Yes,Credit,144.105,Yes,106.816666,-6.2,4347.2,1
1635,1,Jakarta,High End,No,No,No,No,No,Yes,Pulsa,104.65,Yes,106.816666,-6.2,3554.2000000000003,3
1636,4,Jakarta,High End,No,No,No,No,No,No,Debit,93.86000000000001,Yes,106.816666,-6.2,7368.400000000001,3
1637,17,Jakarta,Mid End,No,No,No,Yes,No,No,Digital Wallet,66.95,Yes,106.816666,-6.2,7356.7,0
1638,43,Jakarta,High End,No,No,No,No,Yes,Yes,Digital Wallet,116.415,Yes,106.816666,-6.2,4942.6,3
1639,21,Jakarta,Mid End,Yes,Yes,No,Yes,Yes,No,Digital Wallet,100.75,Yes,106.816666,-6.2,6958.900000000001,0
1640,42,Jakarta,High End,No,Yes,Yes,No,Yes,No,Debit,123.825,Yes,106.816666,-6.2,2697.5,1
1641,46,Jakarta,High End,Yes,No,No,No,No,Yes,Pulsa,110.5,Yes,106.816666,-6.2,2726.1,3
1642,5,Jakarta,High End,No,No,No,Yes,Yes,No,Pulsa,111.47500000000001,Yes,106.816666,-6.2,4690.400000000001,3
1643,6,Jakarta,High End,No,Yes,No,No,Yes,Yes,Pulsa,127.72500000000001,Yes,106.816666,-6.2,4329.0,3
1644,1,Jakarta,Mid End,No,No,No,No,No,No,Digital Wallet,33.410000000000004,Yes,106.816666,-6.2,5323.5,0
1645,7,Jakarta,High End,No,No,No,No,No,No,Pulsa,89.7,Yes,106.816666,-6.2,7373.6,3
1646,2,Jakarta,Mid End,No,No,No,No,No,No,Debit,59.864999999999995,Yes,106.816666,-6.2,6060.6,0
1647,1,Jakarta,High End,No,Yes,No,No,No,No,Digital Wallet,99.32000000000001,Yes,106.816666,-6.2,3153.8,3
1648,5,Jakarta,High End,No,No,Yes,No,Yes,Yes,Pulsa,130.65,Yes,106.816666,-6.2,6734.0,3
1649,22,Jakarta,Mid End,Yes,No,No,No,No,Yes,Digital Wallet,52.065,Yes,106.816666,-6.2,2679.3,0
1650,1,Jakarta,High End,No,No,No,No,No,No,Pulsa,90.935,Yes,106.816666,-6.2,6585.8,3
1651,1,Jakarta,High End,No,No,No,No,Yes,Yes,Pulsa,121.29,Yes,106.816666,-6.2,3351.4,3
1652,3,Jakarta,Mid End,No,No,Yes,No,No,No,Pulsa,63.895,Yes,106.816666,-6.2,7277.400000000001,0
1653,1,Jakarta,Mid End,No,No,No,No,No,Yes,Digital Wallet,45.565,Yes,106.816666,-6.2,4817.8,0
1654,1,Jakarta,High End,No,Yes,No,No,No,No,Pulsa,94.9,Yes,106.816666,-6.2,5350.8,3
1655,33,Jakarta,High End,No,Yes,Yes,No,No,No,Credit,109.005,Yes,106.816666,-6.2,3357.9,3
1656,1,Jakarta,High End,No,No,No,No,No,No,Pulsa,91.13,Yes,106.816666,-6.2,4817.8,3
1657,2,Jakarta,High End,No,No,No,No,No,No,Pulsa,91.84500000000001,Yes,106.816666,-6.2,2845.7000000000003,3
1658,2,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.455000000000002,Yes,106.816666,-6.2,7315.1,2
1659,3,Jakarta,High End,Yes,No,Yes,No,Yes,Yes,Credit,128.70000000000002,Yes,106.816666,-6.2,6806.8,1
1660,26,Jakarta,High End,No,No,No,No,No,Yes,Pulsa,109.135,Yes,106.816666,-6.2,7629.7,3
1661,67,Jakarta,High End,Yes,Yes,Yes,Yes,Yes,Yes,Credit,151.06,Yes,106.816666,-6.2,5843.5,1
1662,71,Jakarta,High End,No,No,No,No,Yes,Yes,Debit,121.81,Yes,106.816666,-6.2,5584.8,3
1663,1,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.61,Yes,106.816666,-6.2,7419.1,2
1664,5,Jakarta,High End,No,No,No,No,No,No,Pulsa,98.215,Yes,106.816666,-6.2,5980.0,3
1665,9,Jakarta,High End,No,No,No,No,Yes,No,Debit,100.94500000000001,Yes,106.816666,-6.2,5001.1,3
1666,26,Jakarta,High End,Yes,Yes,No,No,No,Yes,Pulsa,123.5,Yes,106.816666,-6.2,5501.6,3
1667,54,Jakarta,High End,Yes,Yes,No,Yes,Yes,Yes,Credit,137.02,Yes,106.816666,-6.2,5727.8,1
1668,2,Jakarta,High End,No,No,Yes,No,Yes,Yes,Pulsa,124.60499999999999,Yes,106.816666,-6.2,4927.0,3
1669,1,Jakarta,High End,No,Yes,No,No,No,No,Pulsa,102.89500000000001,Yes,106.816666,-6.2,5515.900000000001,3
1670,30,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,25.544999999999998,Yes,106.816666,-6.2,3231.8,2
1671,4,Jakarta,High End,No,No,No,No,Yes,No,Pulsa,102.7,Yes,106.816666,-6.2,2710.5,3
1672,17,Jakarta,High End,Yes,No,No,Yes,Yes,No,Pulsa,119.405,Yes,106.816666,-6.2,7335.900000000001,3
1673,60,Jakarta,High End,No,No,Yes,Yes,Yes,Yes,Pulsa,137.8,Yes,106.816666,-6.2,7159.1,1
1674,1,Jakarta,Mid End,No,No,No,Yes,No,No,Digital Wallet,64.87,Yes,106.816666,-6.2,4046.9,0
1675,13,Jakarta,High End,Yes,No,No,No,Yes,Yes,Pulsa,130.45499999999998,Yes,106.816666,-6.2,2610.4,3
1676,38,Jakarta,High End,No,No,No,No,No,No,Debit,97.435,Yes,106.816666,-6.2,6714.5,3
1677,1,Jakarta,Mid End,No,No,No,Yes,No,No,Credit,64.025,Yes,106.816666,-6.2,5821.400000000001,0
1678,50,Jakarta,High End,No,Yes,No,Yes,Yes,Yes,Pulsa,134.81,Yes,106.816666,-6.2,7666.1,1
1679,65,Jakarta,High End,Yes,Yes,Yes,No,No,No,Pulsa,116.675,Yes,106.816666,-6.2,7943.0,1
1680,1,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.39,Yes,106.816666,-6.2,4979.0,2
1681,7,Jakarta,High End,No,No,Yes,No,Yes,Yes,Pulsa,132.535,Yes,106.816666,-6.2,2620.8,3
1682,2,Jakarta,High End,No,No,No,No,Yes,Yes,Pulsa,122.2,Yes,106.816666,-6.2,7239.7,3
1683,45,Jakarta,High End,No,Yes,No,No,Yes,No,Credit,116.09,Yes,106.816666,-6.2,6344.0,3
1684,1,Jakarta,High End,No,Yes,No,No,No,No,Credit,96.59,Yes,106.816666,-6.2,7794.8,3
1685,1,Jakarta,Mid End,No,Yes,No,Yes,No,Yes,Digital Wallet,58.045,Yes,106.816666,-6.2,4815.2,0
1686,13,Jakarta,High End,Yes,No,No,No,No,Yes,Pulsa,109.265,Yes,106.816666,-6.2,6168.5,3
1687,10,Jakarta,High End,No,Yes,No,No,No,No,Debit,104.91000000000001,Yes,106.816666,-6.2,4539.6,3
1688,4,Jakarta,High End,No,Yes,No,No,Yes,Yes,Pulsa,132.21,Yes,106.816666,-6.2,3610.1,3
1689,1,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.52,Yes,106.816666,-6.2,4761.900000000001,2
1690,41,Jakarta,High End,No,No,Yes,Yes,Yes,Yes,Pulsa,133.38,Yes,106.816666,-6.2,2727.4,3
1691,71,Jakarta,High End,No,Yes,Yes,No,Yes,Yes,Debit,137.8,Yes,106.816666,-6.2,5293.6,1
1692,3,Jakarta,Mid End,Yes,No,No,Yes,No,No,Digital Wallet,71.63000000000001,Yes,106.816666,-6.2,5735.6,0
1693,69,Jakarta,High End,No,No,Yes,Yes,Yes,Yes,Debit,138.45000000000002,Yes,106.816666,-6.2,6316.7,1
1694,32,Jakarta,High End,No,No,Yes,No,No,Yes,Debit,118.365,Yes,106.816666,-6.2,4667.0,3
1695,51,Jakarta,High End,Yes,No,No,No,No,No,Pulsa,100.75,Yes,106.816666,-6.2,7472.400000000001,3
1696,72,Jakarta,Mid End,No,Yes,Yes,No,Yes,Yes,Pulsa,70.46000000000001,Yes,106.816666,-6.2,5825.3,1
1697,6,Jakarta,High End,No,No,No,No,No,No,Digital Wallet,90.025,Yes,106.816666,-6.2,7560.8,3
1698,1,Jakarta,Mid End,No,No,Yes,No,No,No,Pulsa,65.65,Yes,106.816666,-6.2,2700.1,0
1699,1,Jakarta,High End,No,No,No,No,No,No,Pulsa,96.72000000000001,Yes,106.816666,-6.2,4457.7,3
1700,31,Jakarta,Mid End,No,Yes,No,Yes,Yes,Yes,Digital Wallet,103.28500000000001,Yes,106.816666,-6.2,3733.6,1
1701,58,Jakarta,High End,No,No,Yes,Yes,Yes,Yes,Pulsa,136.04500000000002,Yes,106.816666,-6.2,7034.3,1
1702,47,Jakarta,High End,No,No,Yes,No,Yes,Yes,Pulsa,130.065,Yes,106.816666,-6.2,6715.8,3
1703,44,Jakarta,High End,No,Yes,No,Yes,Yes,Yes,Pulsa,130.715,Yes,106.816666,-6.2,4531.8,3
1704,2,Jakarta,High End,No,Yes,No,No,Yes,Yes,Pulsa,124.34500000000001,Yes,106.816666,-6.2,6931.6,3
1705,1,Jakarta,High End,No,No,Yes,No,Yes,Yes,Pulsa,122.72000000000001,Yes,106.816666,-6.2,7493.2,3
1706,1,Jakarta,Mid End,No,No,No,No,Yes,No,Credit,71.5,Yes,106.816666,-6.2,4951.7,0
1707,1,Jakarta,High End,No,No,Yes,No,Yes,Yes,Pulsa,131.88500000000002,Yes,106.816666,-6.2,5707.0,3
1708,5,Jakarta,Mid End,No,No,Yes,Yes,Yes,No,Debit,88.33500000000001,Yes,106.816666,-6.2,5055.7,0
1709,1,Jakarta,High End,No,No,No,No,No,No,Pulsa,90.35000000000001,Yes,106.816666,-6.2,4374.5,3
1710,1,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,24.505000000000003,Yes,106.816666,-6.2,5371.6,2
1711,1,Jakarta,High End,No,No,No,No,No,No,Pulsa,89.96000000000001,Yes,106.816666,-6.2,5294.900000000001,3
1712,1,Bandung,High End,No,No,No,No,No,No,Pulsa,90.54500000000002,Yes,107.60981,-6.914744,6835.400000000001,3
1713,40,Bandung,High End,Yes,No,No,No,Yes,Yes,Pulsa,132.405,Yes,107.60981,-6.914744,3688.1,3
1714,1,Bandung,High End,No,Yes,Yes,No,No,No,Pulsa,106.99,Yes,107.60981,-6.914744,5561.400000000001,3
1715,3,Bandung,High End,No,No,No,No,Yes,No,Pulsa,103.025,Yes,107.60981,-6.914744,5437.900000000001,3
1716,13,Bandung,High End,No,No,No,No,No,Yes,Pulsa,109.97999999999999,Yes,107.60981,-6.914744,3456.7000000000003,3
1717,58,Bandung,High End,Yes,Yes,No,No,No,Yes,Debit,121.42000000000002,Yes,107.60981,-6.914744,7785.7,1
1718,42,Bandung,High End,No,No,No,No,Yes,Yes,Pulsa,122.46000000000001,Yes,107.60981,-6.914744,7095.400000000001,3
1719,1,Bandung,Mid End,No,No,No,No,No,No,Pulsa,32.565000000000005,Yes,107.60981,-6.914744,2754.7000000000003,0
1720,29,Bandung,Mid End,No,No,No,No,No,No,Credit,32.63,Yes,107.60981,-6.914744,3634.8,0
1721,1,Bandung,Mid End,No,No,Yes,No,No,No,Pulsa,63.635000000000005,Yes,107.60981,-6.914744,5086.900000000001,0
1722,1,Bandung,Mid End,No,No,No,No,No,No,Pulsa,58.89,Yes,107.60981,-6.914744,7506.2,0
1723,2,Bandung,High End,No,No,Yes,No,No,Yes,Pulsa,111.60499999999999,Yes,107.60981,-6.914744,4254.900000000001,3
1724,10,Bandung,High End,No,No,No,No,Yes,Yes,Pulsa,123.76,Yes,107.60981,-6.914744,6398.6,3
1725,49,Bandung,High End,No,No,No,Yes,Yes,Yes,Debit,130.78,Yes,107.60981,-6.914744,7260.5,1
1726,6,Bandung,Mid End,No,Yes,Yes,No,No,No,Digital Wallet,71.89,Yes,107.60981,-6.914744,5041.400000000001,0
1727,2,Bandung,High End,No,No,No,No,No,No,Digital Wallet,97.30499999999999,Yes,107.60981,-6.914744,6991.400000000001,3
1728,35,Bandung,High End,No,Yes,Yes,No,Yes,Yes,Debit,133.055,Yes,107.60981,-6.914744,3214.9,1
1729,70,Bandung,High End,Yes,Yes,Yes,Yes,Yes,Yes,Credit,150.345,Yes,107.60981,-6.914744,7231.900000000001,1
1730,2,Bandung,High End,No,No,Yes,Yes,No,No,Pulsa,103.80499999999999,Yes,107.60981,-6.914744,4264.0,3
1731,15,Bandung,High End,No,No,No,No,No,No,Digital Wallet,98.8,Yes,107.60981,-6.914744,6419.400000000001,3
1732,42,Bandung,High End,No,Yes,Yes,No,Yes,Yes,Debit,136.175,Yes,107.60981,-6.914744,3879.2000000000003,1
1733,9,Bandung,Mid End,Yes,Yes,No,No,Yes,Yes,Pulsa,97.04500000000002,Yes,107.60981,-6.914744,7670.0,1
1734,1,Bandung,Mid End,No,No,No,No,No,Yes,Pulsa,73.125,Yes,107.60981,-6.914744,3984.5,3
1735,21,Bandung,High End,No,No,Yes,Yes,Yes,Yes,Pulsa,137.93,Yes,107.60981,-6.914744,4659.2,3
1736,2,Bandung,High End,No,No,No,No,No,Yes,Debit,103.675,Yes,107.60981,-6.914744,5249.400000000001,3
1737,1,Bandung,High End,No,No,No,No,No,No,Pulsa,89.245,Yes,107.60981,-6.914744,3967.6,3
1738,16,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,26.325,Yes,107.60981,-6.914744,5625.1,2
1739,14,Bandung,High End,No,Yes,No,No,Yes,Yes,Pulsa,130.26000000000002,Yes,107.60981,-6.914744,4379.7,3
1740,15,Bandung,High End,No,No,No,No,No,No,Debit,97.37,Yes,107.60981,-6.914744,3263.0,3
1741,1,Bandung,High End,No,No,No,No,No,No,Pulsa,92.10499999999999,Yes,107.60981,-6.914744,3736.2000000000003,3
1742,2,Bandung,High End,No,No,No,No,No,No,Credit,90.74,Yes,107.60981,-6.914744,3016.0,3
1743,55,Bandung,Mid End,No,No,Yes,Yes,Yes,Yes,Debit,70.91499999999999,Yes,107.60981,-6.914744,7853.3,1
1744,7,Bandung,Mid End,No,No,No,Yes,Yes,Yes,Credit,91.97500000000001,Yes,107.60981,-6.914744,2922.4,3
1745,13,Bandung,High End,No,Yes,Yes,No,Yes,No,Pulsa,122.33,Yes,107.60981,-6.914744,3864.9,3
1746,3,Bandung,Mid End,Yes,No,No,No,No,No,Credit,38.61,Yes,107.60981,-6.914744,3396.9,0
1747,66,Bandung,High End,No,Yes,Yes,Yes,Yes,Yes,Credit,144.17000000000002,Yes,107.60981,-6.914744,5705.7,1
1748,38,Bandung,High End,No,No,Yes,Yes,Yes,Yes,Pulsa,136.5,Yes,107.60981,-6.914744,3043.3,3
1749,1,Bandung,Mid End,No,No,No,No,No,No,Pulsa,32.89,Yes,107.60981,-6.914744,7047.3,0
1750,22,Jakarta,Mid End,No,Yes,No,Yes,No,No,Credit,71.69500000000001,Yes,106.816666,-6.2,7625.8,0
1751,1,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.130000000000003,Yes,106.816666,-6.2,5705.7,2
1752,1,Jakarta,High End,No,No,No,No,No,No,Digital Wallet,90.87,Yes,106.816666,-6.2,2730.0,3
1753,43,Jakarta,High End,No,Yes,No,No,Yes,Yes,Pulsa,131.82000000000002,Yes,106.816666,-6.2,4381.0,3
1754,1,Jakarta,High End,No,No,No,No,No,Yes,Pulsa,105.04,Yes,106.816666,-6.2,5751.2,3
1755,2,Jakarta,Mid End,No,No,No,No,No,Yes,Debit,80.66499999999999,Yes,106.816666,-6.2,6947.2,0
1756,1,Jakarta,High End,No,No,No,No,No,No,Pulsa,99.385,Yes,106.816666,-6.2,4891.900000000001,3
1757,12,Jakarta,High End,No,Yes,No,No,Yes,No,Pulsa,118.69,Yes,106.816666,-6.2,6113.900000000001,3
1758,6,Jakarta,High End,No,No,Yes,No,Yes,Yes,Pulsa,124.47500000000001,Yes,106.816666,-6.2,7475.0,3
1759,34,Jakarta,Mid End,Yes,Yes,No,Yes,No,No,Pulsa,81.44500000000001,Yes,106.816666,-6.2,5093.400000000001,0
1760,1,Jakarta,High End,No,No,No,No,No,No,Pulsa,96.85000000000001,Yes,106.816666,-6.2,2620.8,3
1761,10,Jakarta,High End,No,Yes,Yes,No,Yes,Yes,Credit,132.73,Yes,106.816666,-6.2,4674.8,1
1762,16,Jakarta,Mid End,Yes,No,No,No,No,No,Pulsa,65.19500000000001,Yes,106.816666,-6.2,5530.2,0
1763,7,Jakarta,High End,No,No,No,No,Yes,No,Pulsa,112.45,Yes,106.816666,-6.2,5053.1,3
1764,27,Jakarta,High End,No,Yes,No,No,No,No,Pulsa,105.885,Yes,106.816666,-6.2,3342.3,3
1765,1,Jakarta,High End,No,No,No,No,No,No,Pulsa,89.89500000000001,Yes,106.816666,-6.2,5432.7,3
1766,9,Jakarta,High End,No,No,No,No,No,Yes,Pulsa,103.415,Yes,106.816666,-6.2,4219.8,3
1767,48,Jakarta,High End,No,Yes,Yes,Yes,Yes,No,Digital Wallet,124.15,Yes,106.816666,-6.2,3196.7000000000003,1
1768,3,Jakarta,High End,No,No,Yes,No,Yes,No,Pulsa,118.365,Yes,106.816666,-6.2,2852.2000000000003,3
1769,2,Jakarta,High End,No,No,Yes,No,No,No,Pulsa,102.96000000000001,Yes,106.816666,-6.2,5492.5,3
1770,2,Jakarta,Mid End,No,No,No,No,Yes,Yes,Pulsa,58.825,Yes,106.816666,-6.2,5935.8,3
1771,14,Jakarta,High End,No,No,No,No,No,No,Pulsa,96.59,Yes,106.816666,-6.2,6944.6,3
1772,3,Jakarta,High End,No,No,No,No,No,No,Credit,96.33,Yes,106.816666,-6.2,7354.1,3
1773,57,Jakarta,High End,No,No,Yes,No,Yes,Yes,Pulsa,130.78,Yes,106.816666,-6.2,6821.1,3
1774,3,Jakarta,High End,No,No,No,No,No,No,Digital Wallet,97.5,Yes,106.816666,-6.2,4147.0,3
1775,64,Jakarta,Mid End,Yes,Yes,No,Yes,Yes,No,Credit,91.26,Yes,106.816666,-6.2,7904.0,1
1776,2,Jakarta,High End,No,No,No,No,No,No,Pulsa,91.97500000000001,Yes,106.816666,-6.2,5729.1,3
1777,12,Jakarta,Mid End,No,No,No,Yes,No,No,Debit,65.325,Yes,106.816666,-6.2,4711.2,0
1778,40,Jakarta,High End,Yes,Yes,No,No,No,No,Credit,102.96000000000001,Yes,106.816666,-6.2,4169.1,0
1779,12,Jakarta,High End,No,No,Yes,No,Yes,Yes,Pulsa,124.80000000000001,Yes,106.816666,-6.2,6810.7,3
1780,54,Jakarta,High End,No,No,No,Yes,Yes,Yes,Pulsa,130.13,Yes,106.816666,-6.2,7491.900000000001,3
1781,4,Jakarta,Mid End,No,Yes,No,Yes,No,No,Digital Wallet,73.45,Yes,106.816666,-6.2,7485.400000000001,0
1782,1,Jakarta,High End,No,No,Yes,No,No,Yes,Pulsa,110.5,Yes,106.816666,-6.2,3445.0,3
1783,51,Jakarta,Mid End,Yes,Yes,Yes,No,Yes,Yes,Pulsa,77.09,Yes,106.816666,-6.2,7322.900000000001,1
1784,4,Jakarta,Mid End,Yes,No,No,No,No,No,Pulsa,64.22,Yes,106.816666,-6.2,5791.5,0
1785,35,Jakarta,Mid End,No,No,No,No,Yes,No,Digital Wallet,71.5,Yes,106.816666,-6.2,2886.0,0
1786,1,Jakarta,High End,No,No,No,No,No,No,Pulsa,89.96000000000001,Yes,106.816666,-6.2,3428.1,3
1787,38,Bandung,Mid End,No,No,Yes,Yes,No,Yes,Digital Wallet,80.99,Yes,107.60981,-6.914744,4963.400000000001,0
1788,37,Bandung,High End,No,No,No,No,Yes,Yes,Pulsa,120.25,Yes,107.60981,-6.914744,5365.1,3
1789,3,Bandung,High End,No,No,No,No,No,No,Pulsa,90.54500000000002,Yes,107.60981,-6.914744,3147.3,3
1790,61,Bandung,High End,Yes,No,Yes,Yes,Yes,Yes,Credit,145.07999999999998,Yes,107.60981,-6.914744,5843.5,1
1791,11,Bandung,Mid End,Yes,No,No,No,No,No,Credit,63.115,Yes,107.60981,-6.914744,5777.2,0
1792,1,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.26,Yes,107.60981,-6.914744,5456.1,2
1793,19,Bandung,Mid End,No,No,Yes,No,Yes,No,Pulsa,51.545,Yes,107.60981,-6.914744,3812.9,3
1794,56,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Pulsa,32.37,Yes,107.60981,-6.914744,6925.1,2
1795,2,Bandung,Mid End,Yes,No,No,No,No,No,Digital Wallet,73.71000000000001,Yes,107.60981,-6.914744,7228.0,0
1796,14,Bandung,High End,Yes,Yes,No,Yes,Yes,Yes,Digital Wallet,137.735,Yes,107.60981,-6.914744,7653.1,1
1797,4,Bandung,High End,No,No,No,No,No,No,Pulsa,97.435,Yes,107.60981,-6.914744,4830.8,3
1798,15,Bandung,Mid End,No,No,No,Yes,No,No,Pulsa,38.61,Yes,107.60981,-6.914744,7173.400000000001,0
1799,1,Bandung,Mid End,No,No,Yes,No,Yes,Yes,Pulsa,65.455,Yes,107.60981,-6.914744,5883.8,3
1800,64,Bandung,Mid End,Yes,No,Yes,Yes,No,Yes,Pulsa,62.205000000000005,Yes,107.60981,-6.914744,8251.1,1
1801,1,Bandung,High End,No,No,No,No,No,No,Pulsa,91.39,Yes,107.60981,-6.914744,5865.6,3
1802,55,Bandung,High End,Yes,No,No,No,Yes,Yes,Pulsa,128.44,Yes,107.60981,-6.914744,7205.900000000001,3
1803,18,Bandung,High End,No,No,No,Yes,Yes,Yes,Debit,129.805,Yes,107.60981,-6.914744,3988.4,3
1804,32,Bandung,High End,No,No,No,No,No,Yes,Credit,104.39,Yes,107.60981,-6.914744,6974.5,3
1805,66,Bandung,High End,No,Yes,No,No,No,No,Credit,104.58500000000001,Yes,107.60981,-6.914744,6514.3,3
1806,7,Bandung,High End,No,No,No,No,No,Yes,Pulsa,112.84,Yes,107.60981,-6.914744,4914.0,3
1807,6,Bandung,High End,No,Yes,No,No,No,Yes,Pulsa,109.46000000000001,Yes,107.60981,-6.914744,7584.2,3
1808,13,Bandung,High End,No,No,No,Yes,Yes,Yes,Digital Wallet,128.70000000000002,Yes,107.60981,-6.914744,4540.900000000001,3
1809,11,Bandung,High End,No,No,Yes,No,Yes,Yes,Pulsa,130.975,Yes,107.60981,-6.914744,2897.7000000000003,3
1810,9,Bandung,High End,Yes,Yes,Yes,No,No,No,Debit,119.275,Yes,107.60981,-6.914744,5428.8,0
1811,1,Bandung,High End,No,No,Yes,No,No,No,Digital Wallet,103.415,Yes,107.60981,-6.914744,7242.3,3
1812,54,Bandung,High End,No,Yes,Yes,Yes,Yes,Yes,Pulsa,144.43,Yes,107.60981,-6.914744,7185.1,1
1813,25,Bandung,High End,No,No,Yes,No,No,Yes,Pulsa,115.83,Yes,107.60981,-6.914744,6230.900000000001,3
1814,37,Bandung,High End,No,Yes,Yes,No,Yes,Yes,Debit,132.47,Yes,107.60981,-6.914744,5768.1,1
1815,14,Bandung,High End,No,No,No,Yes,Yes,No,Pulsa,119.14500000000001,Yes,107.60981,-6.914744,5595.2,3
1816,4,Bandung,High End,No,No,Yes,No,No,Yes,Pulsa,115.505,Yes,107.60981,-6.914744,3580.2000000000003,3
1817,3,Bandung,Mid End,No,No,No,No,No,No,Pulsa,32.89,Yes,107.60981,-6.914744,4604.6,0
1818,1,Bandung,High End,No,No,No,No,Yes,Yes,Pulsa,124.08500000000001,Yes,107.60981,-6.914744,7750.6,3
1819,13,Bandung,High End,No,No,No,No,Yes,Yes,Pulsa,118.42999999999999,Yes,107.60981,-6.914744,6951.1,3
1820,45,Bandung,Mid End,No,Yes,No,Yes,No,No,Credit,70.395,Yes,107.60981,-6.914744,3589.3,0
1821,1,Bandung,High End,No,No,No,No,No,No,Debit,90.61000000000001,Yes,107.60981,-6.914744,6006.0,3
1822,6,Bandung,High End,No,No,No,No,Yes,Yes,Pulsa,116.35000000000001,Yes,107.60981,-6.914744,3767.4,3
1823,3,Bandung,Mid End,No,No,No,No,No,Yes,Pulsa,45.695,Yes,107.60981,-6.914744,3883.1,3
1824,12,Bandung,High End,No,No,No,No,No,No,Credit,95.875,Yes,107.60981,-6.914744,2613.0,3
1825,8,Bandung,High End,No,No,Yes,No,Yes,Yes,Pulsa,131.755,Yes,107.60981,-6.914744,7209.8,3
1826,6,Bandung,Mid End,Yes,Yes,No,No,No,No,Credit,72.67,Yes,107.60981,-6.914744,6388.2,0
1827,3,Bandung,High End,No,Yes,Yes,No,Yes,Yes,Pulsa,137.67000000000002,Yes,107.60981,-6.914744,3529.5,3
1828,1,Bandung,Mid End,No,No,No,No,No,No,Digital Wallet,57.135000000000005,Yes,107.60981,-6.914744,4209.400000000001,0
1829,1,Bandung,Mid End,No,No,No,No,No,No,Debit,58.63,Yes,107.60981,-6.914744,6349.2,0
1830,41,Bandung,High End,No,No,No,No,No,No,Debit,91.325,Yes,107.60981,-6.914744,4429.1,3
1831,9,Bandung,Mid End,No,No,No,No,Yes,No,Pulsa,71.955,Yes,107.60981,-6.914744,3494.4,3
1832,43,Bandung,High End,No,Yes,Yes,No,Yes,Yes,Pulsa,133.9,Yes,107.60981,-6.914744,3256.5,1
1833,33,Bandung,High End,Yes,No,Yes,Yes,Yes,Yes,Pulsa,134.875,Yes,107.60981,-6.914744,4971.2,1
1834,1,Jakarta,High End,No,No,No,No,No,No,Pulsa,90.155,Yes,106.816666,-6.2,3695.9,3
1835,56,Jakarta,High End,No,Yes,No,No,No,No,Pulsa,96.005,Yes,106.816666,-6.2,6858.8,3
1836,3,Jakarta,High End,No,No,No,No,No,No,Credit,97.69500000000001,Yes,106.816666,-6.2,2951.0,3
1837,1,Jakarta,High End,No,No,No,No,No,No,Pulsa,90.47999999999999,Yes,106.816666,-6.2,2693.6,3
1838,5,Jakarta,High End,No,Yes,No,No,No,No,Pulsa,104.19500000000001,Yes,106.816666,-6.2,6661.2,3
1839,1,Jakarta,Mid End,Yes,No,No,No,No,No,Debit,39.65,Yes,106.816666,-6.2,6722.3,0
1840,70,Jakarta,High End,No,Yes,No,No,Yes,Yes,Debit,127.79,Yes,106.816666,-6.2,6232.2,1
1841,48,Jakarta,High End,No,Yes,Yes,No,Yes,Yes,Debit,139.62,Yes,106.816666,-6.2,6442.8,1
1842,13,Jakarta,High End,No,No,No,No,No,Yes,Pulsa,106.60000000000001,Yes,106.816666,-6.2,4371.900000000001,3
1843,24,Jakarta,High End,No,No,No,No,No,No,Credit,98.02000000000001,Yes,106.816666,-6.2,3022.5,3
